"CMS Certification Number (CCN)","Facility Name","Address Line 1","Address Line 2","City","State","Zip Code","County Name","PhoneNumber","CMS Region","Condition","Count"
"02T001","PROVIDENCE ALASKA MEDICAL CTR","3200 PROVIDENCE DR.","","ANCHORAGE","AK","99519","Anchorage","(907) 212-8458","10","Spinal cord injury (traumatic)","less than 11"
"02T001","PROVIDENCE ALASKA MEDICAL CTR","3200 PROVIDENCE DR.","","ANCHORAGE","AK","99519","Anchorage","(907) 212-8458","10","Hip or femur fracture","less than 11"
"02T001","PROVIDENCE ALASKA MEDICAL CTR","3200 PROVIDENCE DR.","","ANCHORAGE","AK","99519","Anchorage","(907) 212-8458","10","Hip or knee replacement, amputation or other bone or joint condition","21"
"02T001","PROVIDENCE ALASKA MEDICAL CTR","3200 PROVIDENCE DR.","","ANCHORAGE","AK","99519","Anchorage","(907) 212-8458","10","All other conditions","less than 11"
"02T017","ALASKA REGIONAL HOSPITAL","2801 DEBARR RD","","ANCHORAGE","AK","99508","Anchorage","(907) 264-1893","10","Stroke","46"
"02T017","ALASKA REGIONAL HOSPITAL","2801 DEBARR RD","","ANCHORAGE","AK","99508","Anchorage","(907) 264-1893","10","Nervous system disorder (excluding stroke)","less than 11"
"02T017","ALASKA REGIONAL HOSPITAL","2801 DEBARR RD","","ANCHORAGE","AK","99508","Anchorage","(907) 264-1893","10","Brain disease or condition (non-traumatic)","less than 11"
"02T017","ALASKA REGIONAL HOSPITAL","2801 DEBARR RD","","ANCHORAGE","AK","99508","Anchorage","(907) 264-1893","10","Brain injury (traumatic)","less than 11"
"02T017","ALASKA REGIONAL HOSPITAL","2801 DEBARR RD","","ANCHORAGE","AK","99508","Anchorage","(907) 264-1893","10","Spinal cord disease or condition (non-traumatic)","18"
"02T017","ALASKA REGIONAL HOSPITAL","2801 DEBARR RD","","ANCHORAGE","AK","99508","Anchorage","(907) 264-1893","10","Spinal cord injury (traumatic)","less than 11"
"02T017","ALASKA REGIONAL HOSPITAL","2801 DEBARR RD","","ANCHORAGE","AK","99508","Anchorage","(907) 264-1893","10","Hip or femur fracture","less than 11"
"02T017","ALASKA REGIONAL HOSPITAL","2801 DEBARR RD","","ANCHORAGE","AK","99508","Anchorage","(907) 264-1893","10","Hip or knee replacement, amputation or other bone or joint condition","less than 11"
"02T017","ALASKA REGIONAL HOSPITAL","2801 DEBARR RD","","ANCHORAGE","AK","99508","Anchorage","(907) 264-1893","10","All other conditions","32"
"033025","HEALTHSOUTH SCOTTSDALE REHABILITATION HOSPITAL","9630 EAST SHEA BOULEVARD","","SCOTTSDALE","AZ","85260","Maricopa","(480) 551-5400","9","Stroke","116"
"033025","HEALTHSOUTH SCOTTSDALE REHABILITATION HOSPITAL","9630 EAST SHEA BOULEVARD","","SCOTTSDALE","AZ","85260","Maricopa","(480) 551-5400","9","Nervous system disorder (excluding stroke)","160"
"033025","HEALTHSOUTH SCOTTSDALE REHABILITATION HOSPITAL","9630 EAST SHEA BOULEVARD","","SCOTTSDALE","AZ","85260","Maricopa","(480) 551-5400","9","Brain disease or condition (non-traumatic)","66"
"033025","HEALTHSOUTH SCOTTSDALE REHABILITATION HOSPITAL","9630 EAST SHEA BOULEVARD","","SCOTTSDALE","AZ","85260","Maricopa","(480) 551-5400","9","Brain injury (traumatic)","23"
"033025","HEALTHSOUTH SCOTTSDALE REHABILITATION HOSPITAL","9630 EAST SHEA BOULEVARD","","SCOTTSDALE","AZ","85260","Maricopa","(480) 551-5400","9","Spinal cord disease or condition (non-traumatic)","19"
"033025","HEALTHSOUTH SCOTTSDALE REHABILITATION HOSPITAL","9630 EAST SHEA BOULEVARD","","SCOTTSDALE","AZ","85260","Maricopa","(480) 551-5400","9","Spinal cord injury (traumatic)","less than 11"
"033025","HEALTHSOUTH SCOTTSDALE REHABILITATION HOSPITAL","9630 EAST SHEA BOULEVARD","","SCOTTSDALE","AZ","85260","Maricopa","(480) 551-5400","9","Hip or femur fracture","99"
"033025","HEALTHSOUTH SCOTTSDALE REHABILITATION HOSPITAL","9630 EAST SHEA BOULEVARD","","SCOTTSDALE","AZ","85260","Maricopa","(480) 551-5400","9","Hip or knee replacement, amputation or other bone or joint condition","214"
"033025","HEALTHSOUTH SCOTTSDALE REHABILITATION HOSPITAL","9630 EAST SHEA BOULEVARD","","SCOTTSDALE","AZ","85260","Maricopa","(480) 551-5400","9","All other conditions","121"
"033028","HEALTHSOUTH REHABILITATION INSTITUTE OF TUCSON","2650 NORTH WYATT DRIVE","","TUCSON","AZ","85712","Pima","(520) 325-1300","9","Stroke","186"
"033028","HEALTHSOUTH REHABILITATION INSTITUTE OF TUCSON","2650 NORTH WYATT DRIVE","","TUCSON","AZ","85712","Pima","(520) 325-1300","9","Nervous system disorder (excluding stroke)","118"
"033028","HEALTHSOUTH REHABILITATION INSTITUTE OF TUCSON","2650 NORTH WYATT DRIVE","","TUCSON","AZ","85712","Pima","(520) 325-1300","9","Brain disease or condition (non-traumatic)","96"
"033028","HEALTHSOUTH REHABILITATION INSTITUTE OF TUCSON","2650 NORTH WYATT DRIVE","","TUCSON","AZ","85712","Pima","(520) 325-1300","9","Brain injury (traumatic)","76"
"033028","HEALTHSOUTH REHABILITATION INSTITUTE OF TUCSON","2650 NORTH WYATT DRIVE","","TUCSON","AZ","85712","Pima","(520) 325-1300","9","Spinal cord disease or condition (non-traumatic)","42"
"033028","HEALTHSOUTH REHABILITATION INSTITUTE OF TUCSON","2650 NORTH WYATT DRIVE","","TUCSON","AZ","85712","Pima","(520) 325-1300","9","Spinal cord injury (traumatic)","less than 11"
"033028","HEALTHSOUTH REHABILITATION INSTITUTE OF TUCSON","2650 NORTH WYATT DRIVE","","TUCSON","AZ","85712","Pima","(520) 325-1300","9","Hip or femur fracture","107"
"033028","HEALTHSOUTH REHABILITATION INSTITUTE OF TUCSON","2650 NORTH WYATT DRIVE","","TUCSON","AZ","85712","Pima","(520) 325-1300","9","Hip or knee replacement, amputation or other bone or joint condition","278"
"033028","HEALTHSOUTH REHABILITATION INSTITUTE OF TUCSON","2650 NORTH WYATT DRIVE","","TUCSON","AZ","85712","Pima","(520) 325-1300","9","All other conditions","278"
"033029","SOUTHERN ARIZONA REGIONAL REHABILITATION HOSPITAL","1921 WEST HOSPITAL DRIVE","","TUCSON","AZ","85704","Pima","(520) 742-2800","9","Stroke","83"
"033029","SOUTHERN ARIZONA REGIONAL REHABILITATION HOSPITAL","1921 WEST HOSPITAL DRIVE","","TUCSON","AZ","85704","Pima","(520) 742-2800","9","Nervous system disorder (excluding stroke)","206"
"033029","SOUTHERN ARIZONA REGIONAL REHABILITATION HOSPITAL","1921 WEST HOSPITAL DRIVE","","TUCSON","AZ","85704","Pima","(520) 742-2800","9","Brain disease or condition (non-traumatic)","40"
"033029","SOUTHERN ARIZONA REGIONAL REHABILITATION HOSPITAL","1921 WEST HOSPITAL DRIVE","","TUCSON","AZ","85704","Pima","(520) 742-2800","9","Brain injury (traumatic)","53"
"033029","SOUTHERN ARIZONA REGIONAL REHABILITATION HOSPITAL","1921 WEST HOSPITAL DRIVE","","TUCSON","AZ","85704","Pima","(520) 742-2800","9","Spinal cord disease or condition (non-traumatic)","11"
"033029","SOUTHERN ARIZONA REGIONAL REHABILITATION HOSPITAL","1921 WEST HOSPITAL DRIVE","","TUCSON","AZ","85704","Pima","(520) 742-2800","9","Spinal cord injury (traumatic)","less than 11"
"033029","SOUTHERN ARIZONA REGIONAL REHABILITATION HOSPITAL","1921 WEST HOSPITAL DRIVE","","TUCSON","AZ","85704","Pima","(520) 742-2800","9","Hip or femur fracture","93"
"033029","SOUTHERN ARIZONA REGIONAL REHABILITATION HOSPITAL","1921 WEST HOSPITAL DRIVE","","TUCSON","AZ","85704","Pima","(520) 742-2800","9","Hip or knee replacement, amputation or other bone or joint condition","211"
"033029","SOUTHERN ARIZONA REGIONAL REHABILITATION HOSPITAL","1921 WEST HOSPITAL DRIVE","","TUCSON","AZ","85704","Pima","(520) 742-2800","9","All other conditions","123"
"033032","HEALTHSOUTH VALLEY OF THE SUN REHABILITATION","13460 NORTH 67TH AVENUE","","GLENDALE","AZ","85304","Maricopa","(623) 878-8800","9","Stroke","186"
"033032","HEALTHSOUTH VALLEY OF THE SUN REHABILITATION","13460 NORTH 67TH AVENUE","","GLENDALE","AZ","85304","Maricopa","(623) 878-8800","9","Nervous system disorder (excluding stroke)","65"
"033032","HEALTHSOUTH VALLEY OF THE SUN REHABILITATION","13460 NORTH 67TH AVENUE","","GLENDALE","AZ","85304","Maricopa","(623) 878-8800","9","Brain disease or condition (non-traumatic)","80"
"033032","HEALTHSOUTH VALLEY OF THE SUN REHABILITATION","13460 NORTH 67TH AVENUE","","GLENDALE","AZ","85304","Maricopa","(623) 878-8800","9","Brain injury (traumatic)","21"
"033032","HEALTHSOUTH VALLEY OF THE SUN REHABILITATION","13460 NORTH 67TH AVENUE","","GLENDALE","AZ","85304","Maricopa","(623) 878-8800","9","Spinal cord disease or condition (non-traumatic)","21"
"033032","HEALTHSOUTH VALLEY OF THE SUN REHABILITATION","13460 NORTH 67TH AVENUE","","GLENDALE","AZ","85304","Maricopa","(623) 878-8800","9","Spinal cord injury (traumatic)","less than 11"
"033032","HEALTHSOUTH VALLEY OF THE SUN REHABILITATION","13460 NORTH 67TH AVENUE","","GLENDALE","AZ","85304","Maricopa","(623) 878-8800","9","Hip or femur fracture","79"
"033032","HEALTHSOUTH VALLEY OF THE SUN REHABILITATION","13460 NORTH 67TH AVENUE","","GLENDALE","AZ","85304","Maricopa","(623) 878-8800","9","Hip or knee replacement, amputation or other bone or joint condition","179"
"033032","HEALTHSOUTH VALLEY OF THE SUN REHABILITATION","13460 NORTH 67TH AVENUE","","GLENDALE","AZ","85304","Maricopa","(623) 878-8800","9","All other conditions","138"
"033034","YUMA REHABILITATION HOSPITAL","901 WEST 24TH STREET","","YUMA","AZ","85364","Yuma","(928) 726-5000","9","Stroke","146"
"033034","YUMA REHABILITATION HOSPITAL","901 WEST 24TH STREET","","YUMA","AZ","85364","Yuma","(928) 726-5000","9","Nervous system disorder (excluding stroke)","412"
"033034","YUMA REHABILITATION HOSPITAL","901 WEST 24TH STREET","","YUMA","AZ","85364","Yuma","(928) 726-5000","9","Brain disease or condition (non-traumatic)","142"
"033034","YUMA REHABILITATION HOSPITAL","901 WEST 24TH STREET","","YUMA","AZ","85364","Yuma","(928) 726-5000","9","Brain injury (traumatic)","25"
"033034","YUMA REHABILITATION HOSPITAL","901 WEST 24TH STREET","","YUMA","AZ","85364","Yuma","(928) 726-5000","9","Spinal cord disease or condition (non-traumatic)","22"
"033034","YUMA REHABILITATION HOSPITAL","901 WEST 24TH STREET","","YUMA","AZ","85364","Yuma","(928) 726-5000","9","Spinal cord injury (traumatic)","less than 11"
"033034","YUMA REHABILITATION HOSPITAL","901 WEST 24TH STREET","","YUMA","AZ","85364","Yuma","(928) 726-5000","9","Hip or femur fracture","124"
"033034","YUMA REHABILITATION HOSPITAL","901 WEST 24TH STREET","","YUMA","AZ","85364","Yuma","(928) 726-5000","9","Hip or knee replacement, amputation or other bone or joint condition","266"
"033034","YUMA REHABILITATION HOSPITAL","901 WEST 24TH STREET","","YUMA","AZ","85364","Yuma","(928) 726-5000","9","All other conditions","45"
"033036","MOUNTAIN VALLEY REGIONAL REHABILITATION HOSPITAL","3700 NORTH WINDSONG DRIVE","","PRESCOTT VALLEY","AZ","86314","Yavapai","(928) 759-8800","9","Stroke","167"
"033036","MOUNTAIN VALLEY REGIONAL REHABILITATION HOSPITAL","3700 NORTH WINDSONG DRIVE","","PRESCOTT VALLEY","AZ","86314","Yavapai","(928) 759-8800","9","Nervous system disorder (excluding stroke)","45"
"033036","MOUNTAIN VALLEY REGIONAL REHABILITATION HOSPITAL","3700 NORTH WINDSONG DRIVE","","PRESCOTT VALLEY","AZ","86314","Yavapai","(928) 759-8800","9","Brain disease or condition (non-traumatic)","21"
"033036","MOUNTAIN VALLEY REGIONAL REHABILITATION HOSPITAL","3700 NORTH WINDSONG DRIVE","","PRESCOTT VALLEY","AZ","86314","Yavapai","(928) 759-8800","9","Brain injury (traumatic)","41"
"033036","MOUNTAIN VALLEY REGIONAL REHABILITATION HOSPITAL","3700 NORTH WINDSONG DRIVE","","PRESCOTT VALLEY","AZ","86314","Yavapai","(928) 759-8800","9","Spinal cord disease or condition (non-traumatic)","21"
"033036","MOUNTAIN VALLEY REGIONAL REHABILITATION HOSPITAL","3700 NORTH WINDSONG DRIVE","","PRESCOTT VALLEY","AZ","86314","Yavapai","(928) 759-8800","9","Spinal cord injury (traumatic)","less than 11"
"033036","MOUNTAIN VALLEY REGIONAL REHABILITATION HOSPITAL","3700 NORTH WINDSONG DRIVE","","PRESCOTT VALLEY","AZ","86314","Yavapai","(928) 759-8800","9","Hip or femur fracture","145"
"033036","MOUNTAIN VALLEY REGIONAL REHABILITATION HOSPITAL","3700 NORTH WINDSONG DRIVE","","PRESCOTT VALLEY","AZ","86314","Yavapai","(928) 759-8800","9","Hip or knee replacement, amputation or other bone or joint condition","174"
"033036","MOUNTAIN VALLEY REGIONAL REHABILITATION HOSPITAL","3700 NORTH WINDSONG DRIVE","","PRESCOTT VALLEY","AZ","86314","Yavapai","(928) 759-8800","9","All other conditions","148"
"033037","HEALTHSOUTH EAST VALLEY REHABILITATION HOSPITAL","5652 EAST BASELINE ROAD","","MESA","AZ","85206","Maricopa","(480) 567-0350","9","Stroke","332"
"033037","HEALTHSOUTH EAST VALLEY REHABILITATION HOSPITAL","5652 EAST BASELINE ROAD","","MESA","AZ","85206","Maricopa","(480) 567-0350","9","Nervous system disorder (excluding stroke)","195"
"033037","HEALTHSOUTH EAST VALLEY REHABILITATION HOSPITAL","5652 EAST BASELINE ROAD","","MESA","AZ","85206","Maricopa","(480) 567-0350","9","Brain disease or condition (non-traumatic)","91"
"033037","HEALTHSOUTH EAST VALLEY REHABILITATION HOSPITAL","5652 EAST BASELINE ROAD","","MESA","AZ","85206","Maricopa","(480) 567-0350","9","Brain injury (traumatic)","52"
"033037","HEALTHSOUTH EAST VALLEY REHABILITATION HOSPITAL","5652 EAST BASELINE ROAD","","MESA","AZ","85206","Maricopa","(480) 567-0350","9","Spinal cord disease or condition (non-traumatic)","36"
"033037","HEALTHSOUTH EAST VALLEY REHABILITATION HOSPITAL","5652 EAST BASELINE ROAD","","MESA","AZ","85206","Maricopa","(480) 567-0350","9","Spinal cord injury (traumatic)","less than 11"
"033037","HEALTHSOUTH EAST VALLEY REHABILITATION HOSPITAL","5652 EAST BASELINE ROAD","","MESA","AZ","85206","Maricopa","(480) 567-0350","9","Hip or femur fracture","118"
"033037","HEALTHSOUTH EAST VALLEY REHABILITATION HOSPITAL","5652 EAST BASELINE ROAD","","MESA","AZ","85206","Maricopa","(480) 567-0350","9","Hip or knee replacement, amputation or other bone or joint condition","217"
"033037","HEALTHSOUTH EAST VALLEY REHABILITATION HOSPITAL","5652 EAST BASELINE ROAD","","MESA","AZ","85206","Maricopa","(480) 567-0350","9","All other conditions","116"
"033038","GLOBALREHAB - SCOTTSDALE, LLC","8850 EAST PIMA CENTER PARKWAY","","SCOTTSDALE","AZ","85258","Maricopa","(717) 975-4503","9","Stroke","147"
"033038","GLOBALREHAB - SCOTTSDALE, LLC","8850 EAST PIMA CENTER PARKWAY","","SCOTTSDALE","AZ","85258","Maricopa","(717) 975-4503","9","Nervous system disorder (excluding stroke)","65"
"033038","GLOBALREHAB - SCOTTSDALE, LLC","8850 EAST PIMA CENTER PARKWAY","","SCOTTSDALE","AZ","85258","Maricopa","(717) 975-4503","9","Brain disease or condition (non-traumatic)","29"
"033038","GLOBALREHAB - SCOTTSDALE, LLC","8850 EAST PIMA CENTER PARKWAY","","SCOTTSDALE","AZ","85258","Maricopa","(717) 975-4503","9","Brain injury (traumatic)","54"
"033038","GLOBALREHAB - SCOTTSDALE, LLC","8850 EAST PIMA CENTER PARKWAY","","SCOTTSDALE","AZ","85258","Maricopa","(717) 975-4503","9","Spinal cord disease or condition (non-traumatic)","13"
"033038","GLOBALREHAB - SCOTTSDALE, LLC","8850 EAST PIMA CENTER PARKWAY","","SCOTTSDALE","AZ","85258","Maricopa","(717) 975-4503","9","Spinal cord injury (traumatic)","less than 11"
"033038","GLOBALREHAB - SCOTTSDALE, LLC","8850 EAST PIMA CENTER PARKWAY","","SCOTTSDALE","AZ","85258","Maricopa","(717) 975-4503","9","Hip or femur fracture","118"
"033038","GLOBALREHAB - SCOTTSDALE, LLC","8850 EAST PIMA CENTER PARKWAY","","SCOTTSDALE","AZ","85258","Maricopa","(717) 975-4503","9","Hip or knee replacement, amputation or other bone or joint condition","198"
"033038","GLOBALREHAB - SCOTTSDALE, LLC","8850 EAST PIMA CENTER PARKWAY","","SCOTTSDALE","AZ","85258","Maricopa","(717) 975-4503","9","All other conditions","183"
"033039","COBALT REHABILITATION HOSPITAL IV, LLC","13060 WEST BELL ROAD","","SURPRISE","AZ","85378","Maricopa","(623) 499-9100","9","Stroke","71"
"033039","COBALT REHABILITATION HOSPITAL IV, LLC","13060 WEST BELL ROAD","","SURPRISE","AZ","85378","Maricopa","(623) 499-9100","9","Nervous system disorder (excluding stroke)","91"
"033039","COBALT REHABILITATION HOSPITAL IV, LLC","13060 WEST BELL ROAD","","SURPRISE","AZ","85378","Maricopa","(623) 499-9100","9","Brain disease or condition (non-traumatic)","38"
"033039","COBALT REHABILITATION HOSPITAL IV, LLC","13060 WEST BELL ROAD","","SURPRISE","AZ","85378","Maricopa","(623) 499-9100","9","Brain injury (traumatic)","less than 11"
"033039","COBALT REHABILITATION HOSPITAL IV, LLC","13060 WEST BELL ROAD","","SURPRISE","AZ","85378","Maricopa","(623) 499-9100","9","Spinal cord disease or condition (non-traumatic)","less than 11"
"033039","COBALT REHABILITATION HOSPITAL IV, LLC","13060 WEST BELL ROAD","","SURPRISE","AZ","85378","Maricopa","(623) 499-9100","9","Spinal cord injury (traumatic)","less than 11"
"033039","COBALT REHABILITATION HOSPITAL IV, LLC","13060 WEST BELL ROAD","","SURPRISE","AZ","85378","Maricopa","(623) 499-9100","9","Hip or femur fracture","30"
"033039","COBALT REHABILITATION HOSPITAL IV, LLC","13060 WEST BELL ROAD","","SURPRISE","AZ","85378","Maricopa","(623) 499-9100","9","Hip or knee replacement, amputation or other bone or joint condition","81"
"033039","COBALT REHABILITATION HOSPITAL IV, LLC","13060 WEST BELL ROAD","","SURPRISE","AZ","85378","Maricopa","(623) 499-9100","9","All other conditions","105"
"033040","DIGNITY HEALTH EAST VALLEY REHABILITATION HOSPITAL","1515 WEST CHANDLER BOULEVARD","","CHANDLER","AZ","85224","Maricopa","(602) 594-5400","9","Stroke","51"
"033040","DIGNITY HEALTH EAST VALLEY REHABILITATION HOSPITAL","1515 WEST CHANDLER BOULEVARD","","CHANDLER","AZ","85224","Maricopa","(602) 594-5400","9","Nervous system disorder (excluding stroke)","38"
"033040","DIGNITY HEALTH EAST VALLEY REHABILITATION HOSPITAL","1515 WEST CHANDLER BOULEVARD","","CHANDLER","AZ","85224","Maricopa","(602) 594-5400","9","Brain disease or condition (non-traumatic)","30"
"033040","DIGNITY HEALTH EAST VALLEY REHABILITATION HOSPITAL","1515 WEST CHANDLER BOULEVARD","","CHANDLER","AZ","85224","Maricopa","(602) 594-5400","9","Brain injury (traumatic)","12"
"033040","DIGNITY HEALTH EAST VALLEY REHABILITATION HOSPITAL","1515 WEST CHANDLER BOULEVARD","","CHANDLER","AZ","85224","Maricopa","(602) 594-5400","9","Spinal cord disease or condition (non-traumatic)","12"
"033040","DIGNITY HEALTH EAST VALLEY REHABILITATION HOSPITAL","1515 WEST CHANDLER BOULEVARD","","CHANDLER","AZ","85224","Maricopa","(602) 594-5400","9","Spinal cord injury (traumatic)","less than 11"
"033040","DIGNITY HEALTH EAST VALLEY REHABILITATION HOSPITAL","1515 WEST CHANDLER BOULEVARD","","CHANDLER","AZ","85224","Maricopa","(602) 594-5400","9","Hip or femur fracture","28"
"033040","DIGNITY HEALTH EAST VALLEY REHABILITATION HOSPITAL","1515 WEST CHANDLER BOULEVARD","","CHANDLER","AZ","85224","Maricopa","(602) 594-5400","9","Hip or knee replacement, amputation or other bone or joint condition","23"
"033040","DIGNITY HEALTH EAST VALLEY REHABILITATION HOSPITAL","1515 WEST CHANDLER BOULEVARD","","CHANDLER","AZ","85224","Maricopa","(602) 594-5400","9","All other conditions","38"
"03T002","BANNER UNIVERSITY MEDICINE","1012 E WILLETTA ST","","PHOENIX","AZ","85006","Maricopa","(602) 239-4079","9","Stroke","147"
"03T002","BANNER UNIVERSITY MEDICINE","1012 E WILLETTA ST","","PHOENIX","AZ","85006","Maricopa","(602) 239-4079","9","Nervous system disorder (excluding stroke)","14"
"03T002","BANNER UNIVERSITY MEDICINE","1012 E WILLETTA ST","","PHOENIX","AZ","85006","Maricopa","(602) 239-4079","9","Brain disease or condition (non-traumatic)","33"
"03T002","BANNER UNIVERSITY MEDICINE","1012 E WILLETTA ST","","PHOENIX","AZ","85006","Maricopa","(602) 239-4079","9","Brain injury (traumatic)","36"
